dropout,loss,acc,mae,mse,val_loss,val_acc,val_mae,val_mse
0.0,0.25978660583496094,0.9303138256072998,0.026198403909802437,0.010877755470573902,0.5128170251846313,0.8624385595321655,0.037773869931697845,0.02031841315329075
0.1,0.293381005525589,0.9137147068977356,0.029119357466697693,0.01282285712659359,0.4633505046367645,0.8700445890426636,0.03693666681647301,0.019098525866866112
0.2,0.34375932812690735,0.8970201015472412,0.033439576625823975,0.015100711025297642,0.46378982067108154,0.8656269311904907,0.037761349231004715,0.019419971853494644
0.3,0.38503652811050415,0.8851304054260254,0.03687947988510132,0.016879642382264137,0.46154534816741943,0.8648970723152161,0.03868995979428291,0.019385868683457375
0.4,0.4598240852355957,0.8617060780525208,0.04357554391026497,0.020179178565740585,0.4853186309337616,0.8576751947402954,0.04141705110669136,0.020524844527244568
0.5,0.5725423097610474,0.8243717551231384,0.053489264100790024,0.025213437154889107,0.5310566425323486,0.8414259552955627,0.0473393052816391,0.022760052233934402
0.6,0.6801685094833374,0.7926750779151917,0.062167126685380936,0.02967485599219799,0.5684010982513428,0.8342424631118774,0.05265382304787636,0.024335624650120735
0.7,1.1782593727111816,0.6083241105079651,0.10243788361549377,0.049960676580667496,0.9453914761543274,0.7407421469688416,0.08965440839529037,0.03962835669517517
0.8,1.707808017730713,0.39021527767181396,0.14067763090133667,0.06945411115884781,1.5365632772445679,0.5094115138053894,0.13486480712890625,0.06238166615366936
0.9,2.2405760288238525,0.1880912333726883,0.17719966173171997,0.08855070173740387,2.2192435264587402,0.19587430357933044,0.17698244750499725,0.08804383873939514
